_id,date,tweet
1249012717777633280,2020-04-11 16:33:32,"Working from home with your children around?
Your kids are bored and want to play outside but they can't?

NOT EASY for any of us!

More parenting tips during #COVID19 👉🏼 https://t.co/lD4ejgTkVU 

#coronavirus

https://t.co/RkmcmQ8gkj"
1248621974022062080,2020-04-10 14:40:51,"#COVID-19: Tobacco use &amp; Vaping:

‼️ SMOKELESS TOBACCO &amp; BETEL NUT CHEWING

Chewing smokeless tobacco &amp; betel nut increase saliva production &amp; enhances the urge to spit repeatedly. Spitting in public places could⬆️the spread of COVID-19.

Quit now - It's never too late to quit🚭 https://t.co/oAMi3m3De5"
1248543151452647424,2020-04-10 09:27:38,"#COVID-19: Tobacco use &amp; Vaping:

‼️ SHEESHA

Sharing tobacco products such as waterpipe/sheesha/hukka can transmit the virus between people. The apparatus (incl. hose &amp; pipe) may contribute to the risk by providing an environment that promotes survival of virus outside the body. https://t.co/NtuarmdW9D"
1248504900406804480,2020-04-10 06:55:39,"#COVID-19: Tobacco use &amp; Vaping:

‼️ VAPING

Vaping makes lungs more vulnerable to infection and disease. It also weakens the immune system.

Quit now. It's never too late to quit🚭

#coronavirus
#CombatCOVID19 https://t.co/0K2F2ijenW"
1248482753009467393,2020-04-10 05:27:38,"#COVID-19: Tobacco use &amp; Vaping:

‼️ SMOKING

Smoking 🚬 &amp; other forms for smoking products can increase your chances of getting COVID-19 by transferring the virus by bringing your hand to your mouth.

Quit now. It's never too late to quit🚭

#coronavirus https://t.co/G9E1YJm9qz"
1248138677361897475,2020-04-09 06:40:24,"Take care of your body as you #StayHome:

🥤Ensure you stay hydrated
🍎🥦Eat a balanced diet
🛌Rest well

#COVID 
#Coronavirus
#StaySafe #StayHealthy https://t.co/tHCWgE9nw4"
1247836577306259461,2020-04-08 10:39:58,"Lab technicians are working 24/7 to test us for #coronavirus

Let's support our heroes.

#COVID 
#CombatCOVID19 https://t.co/X5fVxxfZxs"
1247780504562069504,2020-04-08 06:57:09,"Long hours, fatigue &amp; even workplace safety concerns make nurses lives even harder in #COVID19 

Stand up and support them

#SupportNursesAndMidwives 
#coronavirus https://t.co/HRnWS7GcOJ"
1247507621969416193,2020-04-07 12:52:49,"Countries must invest in nursing and midwifery:

✅Education 
✅Employment
✅Leadership

#SupportNursesAndMidwives 
#WorldHealthDay 
#COVID-19 https://t.co/l8Ih0Lu0F4"
1247481567049428992,2020-04-07 11:09:17,"#nurses, #midwives and all health workers 👩‍⚕️👨‍⚕️are on the #COVID-19 frontline

Help them to do their jobs by following public health advice

#SupportNursesAndMidwives 
#WorldHealthDay 
#coronavirus https://t.co/YwMO8tZYeU"
1247432630951268353,2020-04-07 07:54:50,"#nurses and #midwives are backbone of any health team and have a critical role to play in keeping the world healthy!

#SupportNursesAndMidwives 
#HealthForAll 
#WorldHealthDay https://t.co/TS1RGpUo6m"
1247408316197638144,2020-04-07 06:18:12,"Countries in WHO South-East Asia Region need 1.9 million more nurses, midwives to achieve #HealthForAll 

👉read the full press release - https://t.co/brwnq1yK6o

#SupportNursesAndMidwives 
#WorldHealthDay https://t.co/IXtcskKpUZ"
1247391992574668800,2020-04-07 05:13:21,"It’s #WorldHealthDay today!

Nurses and midwives are the biggest cadre of the health workers 👩‍⚕️👩‍⚕️in the world🌏🌍🌎

Invest in them to improve health care for all.

#SupportNursesAndMidwives 
#HealthForAll https://t.co/WQTqfFIg5x"
1247106574851526656,2020-04-06 10:19:12,"👉Monitor your health during quarantine:

- Monitor symptoms daily📈
- If you develop🤧🌡️ &amp; shortness of breath, call public health authorities 👨‍⚕️👩‍⚕️🏥
- Take breaks from sitting down🧘‍♀️
- Stay positive &amp; energized by staying in touch with loved ones💻📱

#COVID19 #CombatCovid19 https://t.co/sRk81zIjTl"
1247067927024513026,2020-04-06 07:45:37,"Take care of your health🏃‍♀️and mental well-being🧘‍♀️ as you #StayHome 🏡

#StaySafe #StayHealthy #COVID19 https://t.co/igXcihhaa7"
1247033476919877632,2020-04-06 05:28:44,"Nurses are working 24/7 to protect and heal us from #coronavirus

Let's support our heroes.

#COVID19 https://t.co/wjK6hIlkKD"
1246804406705614848,2020-04-05 14:18:29,"Messages being circulated on social media as WHO protocol for lockdown are baseless and FAKE.
WHO does NOT have any protocols for lockdowns. @MoHFW_INDIA @PIB_India @UNinIndia"
1246719198144819200,2020-04-05 08:39:54,"It’s ON US to take care of yourself:

✅Take care of hygiene
✅Take care to stay healthy
✅Take care if you have symptoms
✅Take care of your mental health

Only by taking care of yourself can you take care of others!

#COVID19
#combatcovid19
#coronavirus https://t.co/A6wIAmdjtM"
1246363892638310400,2020-04-04 09:08:02,"It’s ON US to take care of others:

✅Take care to protect others
✅Take care to be kind
✅Take care of what you say
✅Take care of ill persons

Only by taking care of yourself you can take care of others!

#COVID19 
#coronavirus
#combatcovid19 https://t.co/nHILhkcUrJ"
1245979006966456320,2020-04-03 07:38:39,"#COVID19: WHO calls for stronger whole of society approach in South-East Asia Region 

👉Read the full press release: https://t.co/I6ANhwYj1d

#coronavirus
#combatcovid19 https://t.co/YxBpFIWdUX"
1245913823447363584,2020-04-03 03:19:38,"Social distancing to arrest  #coronavirus #COVID19 #pandemic spread is not social isolation
#stayConnected with your loved ones https://t.co/EDxzhFQmej"
1245732610103361537,2020-04-02 15:19:33,"India is working aggressively to flatten the #COVID19Pandemic curve.

Addressing Health Ministers of SE Asian region during a VC chaired by Regional Director @WHOSEARO Dr Poonam Khetrapal Singh, I said the #lockdown is an important intervention to reduce the caseloads.
@PMOIndia https://t.co/K6dQXPVr8Y"
1245715707167309825,2020-04-02 14:12:23,"Like Prabha, many of our frontline workers have left behind their families to serve the country. Let's do our part -#StayHome and support their efforts. 

She can't do this alone, but #TogetherWeCan 🇱🇰 @HPBSriLanka @Covid19InfoPMO @WHO @WHOSEARO https://t.co/L36n1gzmfa"
1245636542023921665,2020-04-02 08:57:49,"""Every case, cluster &amp; evidence of community transmission must be aggressively responded to"", Regional Director @WHOSEARO Dr Poonam Khetrapal Singh said while discussing #COVID19 #pandemic situation with Ministers of Health of member countries over a video conference today. https://t.co/5OMHfWXVbh"
1245635744711901184,2020-04-02 08:54:38,"Set a time⏲️when you will check #COVID19 updates, and limit how long you spend reading or watching📺them each day. 

It is important to spend time doing things you enjoy and find relaxing🧘‍♀️

#MentalHealth 
#coronavirus https://t.co/sJQ641XBEG"
1245609152841314306,2020-04-02 07:08:58,"A big challenge before us is to fight the stigma in society against #COVID patients.
In an  interview to @HindustanTimes  I’ve discussed a host of issues related to #COVID19Pandemic incl the importance of observing the lockdown protocol in order to contain the epidemic
@htTweets https://t.co/W7rnUADYbE"
1245598984481017857,2020-04-02 06:28:34,"It’s ON US to take care of those who care for us – our healthcare workers👩‍⚕️👩‍⚕️🏥

✅Take care to LISTEN to them
✅Take care to SUPPORT them
✅Take care to APPRECIATE them

Our heroes need our support.

#coronavirus #COIVD19 #CombatCOVID19 https://t.co/aqTRDhLohr"
1245586670121930752,2020-04-02 05:39:38,"My appreciation to Prime Minister @narendramodi for announcing a $24 billion package to support 🇮🇳's vulnerable populations during #COVID19 crisis, including:
-free food rations for 800M disadvantaged people
-cash transfers to 204M poor women
-free cooking gas for 80M households."
1245581039180722184,2020-04-02 05:17:16,"It is normal to feel fearful and anxious during this time. Talking about your feelings will lessen your distress. 

#MentalHealth #coronavirus
#COVID https://t.co/d7QTG4NTIk"
1245288496509538305,2020-04-01 09:54:48,"If you are at home during #COVID19 outbreak, WHO recommends that:

👉all healthy adults 🧑do 30 mins/day of physical activity🏃‍♀️
👉children👧should be physically active for 1 hour/day ⛹️‍♂️

#BeActive 
#HealthyAtHome https://t.co/RrCen0Iqmy"
1245250069537804289,2020-04-01 07:22:06,"All women have right to a safe &amp; positive childbirth experience, whether or not they have a confirmed #COIVD19 infection:

👉respect &amp; dignity
👉companion of choice
👉clear communication from maternity staff
👉pain relief strategy
👉mobility in labour &amp; birth position of choice https://t.co/TvpfAuKTKA"
1245227763574824960,2020-04-01 05:53:28,"If keeping your grandparents👵👴safe means you can't visit them...talk to them 📱💻every day so they don't feel alone.

Keeping each other safe and connected is everyone's responsibility.

Physical distancing is not social isolation.

Together we can beat #COIVD19 https://t.co/xvMfq059rd"
1245217348849549312,2020-04-01 05:12:05,"I had a good call with @GotabayaR, President of #SriLanka, on #COVID19 today. We discussed health and economic impacts #COVID19 can have on his country and the whole region. I thanked him for mobilizing the whole-of-government in the fight against the #coronavirus. Together!"
1245217268620873728,2020-04-01 05:11:46,"#COVID19 home-caregivers:
Ensure ill person rests, drinks plenty fluids &amp; eats nutritiously
Wear😷when in same room
Clean🙌frequently
Use dedicated🍽️🥛towel &amp; bedlinen for ill person
Disinfect surfaces touched by ill person
📞healthcare facility if person has difficulty breathing https://t.co/5TphNdYMC9"
1245010873329930240,2020-03-31 15:31:38,"Physical distancing is not social isolation.

If celebrations have to wait...a phone call 📱☎️can save the day🙂

Together we can beat #COVID19 

#coronavirus https://t.co/w1LdGD19io"
1244957200587448320,2020-03-31 11:58:21,"Keeping each other safe and connected is everyone's responsibility.

If you miss your friends and have something to share....just reach out - they're still there📱💻🖥️

Physical distancing is not social isolation.

Together we can beat #COVIDー19 

#coronavirus https://t.co/SmEpaoo2EM"
1244880185121333248,2020-03-31 06:52:19,"FACT:

Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the #coronavirus or any other lung disease.

#KnowTheFacts 
#COVID19 https://t.co/gmwmQBgyLO"
1244854938573762560,2020-03-31 05:12:00,"MYTH BUSTER:

Can an ultraviolet disinfection lamp kill the new #coronavirus?

UV lamps should not be used to sterilize hands or other areas of skin as UV radiation can cause skin irritation.

👉For more information: https://t.co/d0t22tGqkc

#COVID19 https://t.co/XGBhoKHFOm"
1244549434001645569,2020-03-30 08:58:02,"FACT:

Drinking alcohol🍺🍷🍾does not protect you against #COVIDー19 and can be dangerous.

Frequent or excessive consumption can increase your risk of health problems.

#KnowTheFacts 
#coronavirus https://t.co/IS7lZcKH3z"
1244533985805398017,2020-03-30 07:56:39,"Will spraying alcohol or chlorine all over your body kill #coronavirus  #COVID19 ?

NO 

And it will be harmful to mucous membranes - eyes, mouth etc. https://t.co/jbHn4Hm15n"
1244102961950625794,2020-03-29 03:23:55,"FACT: #COVID19 is NOT airborne. 

The #coronavirus is mainly transmitted through droplets generated when an infected person coughs, sneezes or speaks.

To protect yourself:
-keep 1m distance from others
-disinfect surfaces frequently
-wash/rub your 👐
-avoid touching your 👀👃👄 https://t.co/fpkcpHAJx7"
1243944467003891712,2020-03-28 16:54:06,"Clinicians: join the free #OpenWHO online course on clinical management of patients with a severe acute respiratory infection, incl. #COVID19 - covering many crucial areas:
• Symptoms
• Triage
• Diagnostics
• Ventilation
• &amp; much more

👉 https://t.co/20Mpvt1Nqk
#coronavirus https://t.co/Zamqmf3zsv"
1243944414512181248,2020-03-28 16:53:54,"Join #OpenWHO: the free, open-access learning platform for health emergencies. Learn from public health experts about topics including #covid19, risk communication, #ebola, infection prevention &amp; much more.
Almost 1 million enrollments, join us today:
👉 https://t.co/56xVauRTas https://t.co/sLSgWaL2Lu"
1243556417203650560,2020-03-27 15:12:08,"If a woman with #COVID19 is too unwell to breastfeed 🤱she can be supported to safely provide her baby👶 with breastmilk in other ways, including by:

☑️ Expressing milk
☑️ Relactaction
☑️ Donor human milk

#coronavirus https://t.co/8ao3MmE3hG"
1243482497322602496,2020-03-27 10:18:24,"Women with #COVID19 can breastfeed🤱if they wish to do so. They should:

☑️ Practice respiratory hygiene and wear a mask😷
☑️ Wash 👐 before and after touching the baby👶
☑️ Routinely clean and disinfect surfaces 🧽🧴

#coronavirus https://t.co/nDkveJKOhV"
1243454294260498432,2020-03-27 08:26:20,"Smoking can increase your chances of getting #COVID19

❗️Bringing your hands👐to your mouth👄can transfer the virus into your body

❗️Sharing tobacco products like waterpipes can transmit the virus between people

👉For more information: https://t.co/UYQ5ZmdHko

#coronavirus https://t.co/sMfjtewfJ7"
1243430985695285248,2020-03-27 06:53:43,"Smoking 🚬damages your lungs and other parts of your body, and may increase your risk of getting  severe case of #COVIDー19 

Quit smoking🚭for a better health!!

#coronavirus https://t.co/K06r9fxhsV"
1243413375419203585,2020-03-27 05:43:44,"If you are pregnant, you can help protect yourself against #COVIDー19 by:

✅Washing your hands frequently
✅Keeping space between yourself and others
✅Avoiding touching your eyes, nose and mouth
✅Practicing respiratory hygiene

#coronavirus https://t.co/tbgbNJe3ov"
1243137510324101121,2020-03-26 11:27:33,"You may be susceptible to #COVID19 if you have a #noncommunicabledisease or a pre-existing condition such as:

👉High blood pressure
👉Diabetes
👉Heart disease
👉Heart attack or stroke
👉Chronic respiratory conditions
👉Cancer

#StayHealthy #StaySafe #StayHome 

#CombatCovid19 https://t.co/cyW4pyDzvI"
1243098750874091522,2020-03-26 08:53:32,"#BeActive at home during #COVID19 outbreak.
Try out the following physical activities at home and #StayHealthy 

🧘try exercise classes online
💃🎶dance to music
🎮play active video games
🏃‍♀️try skipping rope
💪do some muscle strength &amp; balance training 

#CombatCovid19 https://t.co/uheLgNiri9"
1243055814371205120,2020-03-26 06:02:55,"FACT:

👉Is the new #coronavirus airborne?

In normal conditions, the new coronavirus is NOT airborne, it is transmitted through droplets and contact when people touch their mouths, noses &amp; eyes with contaminated hands.

#COVID #COVID19 #CombatCovid19 https://t.co/x6EYFNOIzC"
1243026048935170049,2020-03-26 04:04:39,"Aggressive measures to find, isolate, test, treat &amp; trace are not only the best &amp; fastest way out of extreme social &amp; economic restrictions – but also to prevent them. This is especially relevant for many countries with vulnerable health systems. #COVID19 
https://t.co/tXIxXg1n5F"
1243025972984774661,2020-03-26 04:04:20,Media briefing on #COVID19 with @DrTedros. #coronavirus https://t.co/4xooJ592ys
1242816676996890626,2020-03-25 14:12:40,"5⃣ Feel

If you feel unwell, stay home🏡
Please follow all instructions provided by your local health authorities🏥

Be READY to fight #COVID19 

#coronavirus
#CombatCovid19 https://t.co/YvRbGZbrwY"
1242760948575694852,2020-03-25 10:31:14,"4⃣ Distance

In terms of social interaction, take a step back. Stay at least one metre distance from others.

Be READY to fight #COVID19 
#coronavirus 
#CombatCovid19 
#SocialDistancing 
#SocialDistancingWorks https://t.co/w3QNBE0L4j"
1242759854424494081,2020-03-25 10:26:53,"Met @UN Resident Coordinator
Ms Renata Dessalien &amp; @WHO India Representative Mr Henk Bekedam
Discussed ongoing support being provided by #WHO &amp; @UNICEFIndia to battle #COVID19outbreak
They appreciated steps being taken by @MoHFW_INDIA
Assured full further support of 🇺🇳 India team https://t.co/VQd1KqpQc2"
1242740771599446017,2020-03-25 09:11:03,"3⃣ Face

Avoid touching your face🤦‍♂️particularly your eyes, nose or mouth to prevent the virus from entering your body.

Be READY to fight #COVID19 
#coronavirus 
#CombatCovid19 https://t.co/k13wIMUxwC"
1242725021958557697,2020-03-25 08:08:28,"2⃣ Elbow

Cover your nose &amp; mouth with a bent elbow or tissue when you sneeze or cough🤧. Dispose of tissue immediately and wash your hands🙌

Be READY to fight #COVID19 
#coronavirus 
#CombatCovid19 https://t.co/3bRIPrxZZT"
1242716958639845378,2020-03-25 07:36:26,"1⃣ It starts with your hands🤲

Please wash your hands frequently with soap and water 🧼🚿🙌 or an alcohol-based solution 🧴

Be READY to fight #COVIDー19 
#coronavirus 
#CombatCovid19 https://t.co/nR7wMMWr7t"
1242713192318394368,2020-03-25 07:21:28,"@FIFA &amp; WHO have teamed up to combat #COVIDー19 by launching a new awareness campaign -“Pass the message to kick out #coronavirus”- led by world-renowned footballers, calling on people🌏🌍🌎to follow 5 key steps to stop the spread of the disease. 

Be READY to fight #COVID19 https://t.co/IS00vUTsyB"
1242675875960610818,2020-03-25 04:53:11,"8⃣ Can newspapers carry the new #coronavirus?

A: Newspapers 🗞️which are touched by a person with #COVIDー19 may carry the virus for sometime. However, the risk of being infected from a newspaper is low. This is because transmission of virus depends on may factors.
👇 https://t.co/m08T8IJ2sE"
1242388641944489984,2020-03-24 09:51:49,"The Region in recent years catalyzed unprecedented momentum to tackle TB, which is reflected in progress in all 11 Member States. 

Let us work together to Find. Treat. All. #EndTB 

👉Read more - https://t.co/yK2lz4BBih

#WorldTBDay 
#WorldTBDay2020 https://t.co/z1z1VaqzpZ"
1242365494205661184,2020-03-24 08:19:50,"7⃣ Eating chicken causes the spread of the new #coronavirus?

A: Eating hygienically prepared and well-cooked chicken🍗is safe and does not cause the spread of the new coronavirus.

#COVID19 
#COVIDー19 https://t.co/WEbatq9OVC"
1242310544129798144,2020-03-24 04:41:29,"It's #WorldTBDay today!!

#tuberculosis is the world's top infectious disease killer.

Reaching people👨👩🧕🙎‍♂️👩‍🦰👵early with care can prevent death and suffering.

Let's Find. Treat. All. #EndTB 

#WorldTBDay2020 https://t.co/BDmLiK9JUy"
1242286594456825857,2020-03-24 03:06:19,"6⃣ Does drinking lots of water every 15 minutes flush out the new #coronavirus &amp; protects against #COVIDー19?

A: There is no evidence that drinking lots of water flushes out the new coronavirus. However, for good health, it is recommended to have adequate water🥤

#COVID19 https://t.co/8xsegfAsYO"
1242093262384447491,2020-03-23 14:18:05,"Airborne spread has not been reported for #COVID-19 #coronavirus. 
Chinese authorities reported possibility of aerosol transmission in a relatively closed environment with prolonged exposure like ICUs &amp; CCUs in hospitals, but more epid data analysis is needed to understand this."
1242091326386003969,2020-03-23 14:10:23,https://t.co/SzPuKKn6Ir
1242025921151823872,2020-03-23 09:50:29,"5⃣ Does eating frozen foods and ice-cream🍦spread the new #coronavirus?

A: There is no scientific evidence that eating hygienically made frozen food and ice-cream spreads the new coronavirus.

#COVIDー19 
#COVID19 https://t.co/3KOezvSfe8"
1241996248225210368,2020-03-23 07:52:35,"4⃣ Does lemon &amp; turmeric prevent #COVIDー19?

A: There is no scientific evidence that lemon/turmeric🍋prevents COVID-19. In general, however, WHO recommends consuming adequate fruit and vegetable as part of a healthy diet.

#coronavirus https://t.co/WHvAvvc2U2"
1241978091922001921,2020-03-23 06:40:26,"Today, the 🇺🇳 stands in solidarity with 🇮🇳's 1.2 billion citizens to pay homage to the silent heroes of the nation. We salute the #coronawarriors who stand firmly between the country and the #COVID19 pandemic - working tirelessly to serve others 

#JantaCurfew #IndiaFightsCorona https://t.co/EaFw6xU3ZS"
1241977910262558720,2020-03-23 06:39:43,"Today is #WorldWaterDay 💧

To contain the spread of #COVID19 and many other infectious diseases it's crucial to wash your hands with soap and water for 20 seconds🤲🏽🧼🚿

This #WorldWaterDay, let’s show our best hand hygiene moments to fight #COVID19 #SafeHandsSaveLives https://t.co/0QZltrV9qy"
1241966656869421057,2020-03-23 05:55:00,"3⃣ Am I likely to get #COVIDー19 if I swim in a swimming pool?

A: Swimming 🏊‍♂️in a well-maintained, properly chlorinated pool is safe. However, it is advisable to stay away from all crowded areas including crowded swimming pools.

#coronavirus https://t.co/bFtRVxMMxn"
1241947270133633024,2020-03-23 04:37:58,"2⃣ Only dry cough is the symptom of #COVIDー19. If I have a runny nose or sputum, I do not have COVID-19. Is this correct?

A: No, this is not correct. Some patients with COVID-19 do show a runny nose🤧or a sputum as symptoms.

#coronavirus https://t.co/2YKmEsatkq"
1241927348053630976,2020-03-23 03:18:48,"#COVID19 is a infectious disease caused by a newly discovered #coronoavirus
The best way to prevent &amp; slow down transmission is be well informed about the COVID19 virus.

Here are some Q&amp;As to help in combating this disease:

1⃣ Does sunlight kill the new coronavirus?
Answer👇 https://t.co/0M5HOLXz1D"
1241338530523209729,2020-03-21 12:19:03,"It’s ON US to win the fight against #COVID-19   
- take care of yourself 
- take care of others
- take care of those who care for you 

Follow these links-
https://t.co/He8tgNfmDb 
https://t.co/N9Xf2l8Y64 https://t.co/s2e2l4YSK9"
1241238651725426688,2020-03-21 05:42:10,Whatever is said about WHO in the audio clip is false and baseless. WHO appeals to people to refrain from spreading rumours. https://t.co/LnTsIZcfMd
1241234215921782786,2020-03-21 05:24:32,Whatever is said about WHO in the audio clip is false and baseless. WHO appeals to people to refrain from spreading rumours. https://t.co/3S4zxg3UZC
1241222091950587904,2020-03-21 04:36:22,WHO Health Alert brings COVID-19 facts to billions via WhatsApp 👉https://t.co/NiHHv2gzhU https://t.co/uiDbPTHKZa
1240887304320716800,2020-03-20 06:26:02,"6⃣ At home🏡or at a public place🏨avoid touching your eyes, nose and mouth

Let us all work together in combating #COVID19
#coronavirus https://t.co/Hr3InkQEXU"
1240835224390397952,2020-03-20 02:59:05,"5⃣ Seek immediate medical care 👩‍⚕️🏥 if you have fever🤒🌡️ cough🤧or are experiencing breathing difficulties 

Let's work together in combating #coronavirus

#COVID19 https://t.co/mXTJt6SKzz"
1240657018278400000,2020-03-19 15:10:58,"4⃣ By maintaining distance you can help combat #coronavirus  

Stay a meter away from anyone who's coughing, sneezing or has fever 🤒🌡🤧

#COVID19 https://t.co/wufYnur99U"
1240578352630530049,2020-03-19 09:58:22,"Here are some simple measures that you can adopt to prevent the spread of #coronavirus:

3⃣ when coughing and sneezing 🗣️🤧cover your mouth👄and nose👃with flexed elbow or tissue

#COVID-19 https://t.co/dnV50ZPCDe"
1240540123927687168,2020-03-19 07:26:28,"Here are some simple measures that you can adopt to prevent the spread of #coronavirus:

2⃣ when coughing or sneezing 🗣️🤧discard the spoiled tissue immediately into a closed bin 🚮🗑️

#COVID-19 https://t.co/Y3FEG28R5b"
1240524892857978880,2020-03-19 06:25:56,"Here are some simple measures that you can adopt to prevent the spread of #coronavirus:

1⃣ follow the Golden Rule. Wash your hands frequently with soap and water 🧼💦🤲 or use alcohol-based hand rub 🧴

Stay tuned for more....

#COVID-19 https://t.co/a3KSnutcnd"
1240496751208873984,2020-03-19 04:34:07,"Be ready to fight #COVID19:

✅Be supportive
✅Be careful
✅Be alert
✅Be kind

#coronavirus https://t.co/BsO7IWjG0j"
1240319918727282689,2020-03-18 16:51:27,"""The first vaccine trial has begun, just 60 days after the genetic sequence of the #coronavirus was shared. This is an incredible achievement.
We commend the researchers around the world who have come together to systemically evaluate experimental therapeutics""-@DrTedros #COVID19"
1240319868303360001,2020-03-18 16:51:15,"""Multiple small trials with different methods may not give us the clear, strong evidence we need about which treatments help to save lives.
WHO &amp; partners are organizing a study in many countries in which some of these untested treatments are compared with each other""-@DrTedros"
1240319815950020608,2020-03-18 16:51:02,"""This large, international study is designed to generate the robust data we need, to show which treatments are the most effective. 

We have called this study the SOLIDARITY trial""-@DrTedros #COVID19 #coronavirus"
1240319759238836225,2020-03-18 16:50:49,"""The SOLIDARITY trial provides simplified procedures to enable even hospitals that have been overloaded to participate""-@DrTedros #COVID19 #coronavirus"
